year,static_share,dynamic_share,linear_share,country,static_change,dynamic_change,divergence,linear_change
2028,0.265164603617589,0.26282872746193664,0.10424864720096849,Hungary,0.01847787293703762,0.020262914013029015,-0.002335876155652339,0.004222404161179583
2029,0.2836424765546266,0.2789976086729458,0.10847105136214985,Hungary,0.01847787293703762,0.01616888121100918,-0.004644867881680781,0.004222404161181359
2030,0.3021203494916642,0.2951380060647116,0.11269345552333121,Hungary,0.01847787293703762,0.01614039739176576,-0.006982343426952642,0.004222404161181359
2031,0.32059822242870184,0.3103161670683291,0.11691585968451257,Hungary,0.01847787293703762,0.015178161003617519,-0.010282055360372744,0.004222404161181359
2032,0.33907609536573946,0.32423348288811454,0.12113826384569215,Hungary,0.01847787293703762,0.013917315819785447,-0.014842612477624917,0.004222404161179583
2033,0.3575539683027771,0.3385612292397713,0.1253606680068735,Hungary,0.01847787293703762,0.014327746351656734,-0.018992739063005804,0.004222404161181359
2034,0.3760318412398147,0.3563096424015645,0.12958307216805487,Hungary,0.01847787293703762,0.01774841316179321,-0.019722198838250216,0.004222404161181359
2035,0.3945097141768523,0.3740682576907868,0.13380547632923445,Hungary,0.01847787293703762,0.01775861528922229,-0.020441456486065546,0.004222404161179583
2022,0.19630554201630857,0.19630554201630857,0.17266796566862697,India,,,0.0,
2023,0.20815448372631673,0.20815448372631673,0.17440489941924486,India,0.011848941710008165,0.011848941710008165,0.0,0.0017369337506178972
2024,0.2200034254363249,0.2196440024532668,0.17614183316986232,India,0.011848941710008165,0.01148951872695006,-0.00035942298305810527,0.0017369337506174531
2025,0.23185236714633306,0.23046651897919282,0.1778787669204802,India,0.011848941710008165,0.01082251652592603,-0.0013858481671402412,0.0017369337506178972
2026,0.24370130885634123,0.24147492758657474,0.1796157006710981,India,0.011848941710008165,0.01100840860738192,-0.0022263812697664864,0.0017369337506178972
2027,0.2555502505663494,0.2524288801120149,0.18135263442171556,India,0.011848941710008165,0.01095395252544018,-0.003121370454334471,0.0017369337506174531
2028,0.26739919227635756,0.26359759398071353,0.18308956817233346,India,0.011848941710008165,0.01116871386869861,-0.0038015982956440264,0.0017369337506178972
2029,0.2792481339863657,0.2747544000158665,0.18482650192295136,India,0.011848941710008165,0.011156806035152955,-0.004493733970499236,0.0017369337506178972
2030,0.2910970756963739,0.28587872319615265,0.1865634356735688,India,0.011848941710008165,0.011124323180286166,-0.005218352500221235,0.0017369337506174531
2031,0.30294601740638205,0.2970030463764388,0.1883003694241867,India,0.011848941710008165,0.011124323180286166,-0.005942971029943234,0.0017369337506178972
2032,0.3147949591163902,0.3083107679628635,0.1900373031748046,India,0.011848941710008165,0.01130772158642468,-0.006484191153526719,0.0017369337506178972
2033,0.3266439008263984,0.3196512551695663,0.19177423692542206,India,0.011848941710008165,0.011340487206702776,-0.006992645656832108,0.0017369337506174531
2034,0.33849284253640655,0.33099174237626905,0.19351117067603996,India,0.011848941710008165,0.011340487206702776,-0.007501100160137497,0.0017369337506178972
2035,0.3503417842464147,0.3423322295829718,0.1952481044266574,India,0.011848941710008165,0.011340487206702776,-0.008009554663442886,0.0017369337506174531
2022,0.11266914464462323,0.11266914464462323,0.10071528039094346,Indonesia,,,0.0,
2023,0.12046326676894197,0.12046326676894197,0.09844304716232255,Indonesia,0.007794122124318736,0.007794122124318736,0.0,-0.0022722332286209124
2024,0.1282573888932607,0.12830374239544498,0.09617081393370075,Indonesia,0.0077941221243187225,0.007840475626503016,4.635350218429313e-05,-0.0022722332286218005
2025,0.13605151101757942,0.13644877925843152,0.09389858070507895,Indonesia,0.007794122124318736,0.008145036862986538,0.00039726824085209445,-0.0022722332286218005
2026,0.14384563314189816,0.14340085332605104,0.09162634747645715,Indonesia,0.007794122124318736,0.006952074067619524,-0.00044477981584711834,-0.0022722332286218005
2027,0.1516397552662169,0.15044185254164932,0.08935411424783535,Indonesia,0.007794122124318736,0.0070409992155982815,-0.0011979027245675733,-0.0022722332286218005
2028,0.15943387739053563,0.15807249326867776,0.08708188101921355,Indonesia,0.007794122124318736,0.0076306407270284315,-0.0013613841218578782,-0.0022722332286218005
2029,0.16722799951485437,0.1658292308546158,0.08480964779059175,Indonesia,0.007794122124318736,0.007756737585938034,-0.0013987686602385807,-0.0022722332286218005
2030,0.1750221216391731,0.17391795756408807,0.08253741456196995,Indonesia,0.007794122124318736,0.008088726709472277,-0.0011041640750850401,-0.0022722332286218005
2031,0.18281624376349184,0.18245003459001777,0.08026518133334815,Indonesia,0.007794122124318736,0.008532077025929702,-0.00036620917347407467,-0.0022722332286218005
2032,0.19061036588781058,0.19143239775747117,0.07799294810472635,Indonesia,0.007794122124318736,0.008982363167453405,0.0008220318696605944,-0.0022722332286218005
2033,0.19840448801212932,0.2007599660299586,0.07572071487610543,Indonesia,0.007794122124318736,0.00932756827248743,0.002355478017829288,-0.0022722332286209124
2034,0.20619861013644805,0.21008753430244603,0.07344848164748363,Indonesia,0.007794122124318736,0.00932756827248743,0.003888924165997981,-0.0022722332286218005
2035,0.2139927322607668,0.2184864116676712,0.07117624841886183,Indonesia,0.007794122124318736,0.008398877365225155,0.0044936794069043995,-0.0022722332286218005
2022,0.3668918918918919,0.3668918918918919,0.3715405048003646,Ireland,,,0.0,
2023,0.3956763618496027,0.3956763618496027,0.3879858128864129,Ireland,0.02878446995771078,0.02878446995771078,0.0,0.01644530808604827
2024,0.4244608318073135,0.4251933061272538,0.40443112097245404,Ireland,0.02878446995771078,0.029516944277651114,0.000732474319940335,0.016445308086041166
2025,0.45324530176502426,0.454550791312041,0.4208764290585023,Ireland,0.02878446995771078,0.029357485184787202,0.0013054895470167582,0.01644530808604827
2026,0.48202977172273503,0.4820734252337286,0.4373217371445506,Ireland,0.02878446995771078,0.027522633921687578,4.365351099355763e-05,0.01644530808604827
2027,0.5108142416804458,0.507358140031539,0.45376704523059175,Ireland,0.028784469957710723,0.025284714797810415,-0.003456101648906751,0.016445308086041166
2028,0.5395987116381565,0.5342539876803276,0.47021235331664,Ireland,0.02878446995771078,0.026895847648788607,-0.005344723957828923,0.01644530808604827
2029,0.5683831815958673,0.5575036298029337,0.4866576614026812,Ireland,0.02878446995771078,0.02324964212260605,-0.01087955179293365,0.016445308086041166
2030,0.5971676515535781,0.5808487057003483,0.5031029694887295,Ireland,0.02878446995771078,0.023345075897414636,-0.016318945853229794,0.01644530808604827
2031,0.6259521215112889,0.6031596562213601,0.5195482775747706,Ireland,0.02878446995771078,0.02231095052101184,-0.02279246528992873,0.016445308086041166
2032,0.6547365914689997,0.625470606742372,0.5359935856608189,Ireland,0.02878446995771078,0.02231095052101184,-0.02926598472662767,0.01644530808604827
2033,0.6835210614267104,0.6464892341384837,0.5524388937468601,Ireland,0.02878446995771078,0.02101862739611171,-0.03703182728822674,0.016445308086041166
2034,0.7123055313844212,0.6675078615345954,0.5688842018329083,Ireland,0.02878446995771078,0.02101862739611171,-0.044797669849825805,0.01644530808604827
2035,0.741090001342132,0.6879896212226432,0.5853295099189495,Ireland,0.02878446995771078,0.020481759688047774,-0.05310038011948881,0.016445308086041166
2022,0.29843003845666227,0.29843003845666227,0.367175097534961,Italy,,,0.0,
2023,0.31751923107464464,0.31751923107464464,0.3769445428991247,Italy,0.019089192617982365,0.019089192617982365,0.0,0.009769445364163687
2024,0.336608423692627,0.3377221983230451,0.38671398826329195,Italy,0.019089192617982365,0.020202967248400483,0.0011137746304181184,0.00976944536416724
2025,0.35569761631060937,0.35790723117265816,0.39648343362745564,Italy,0.019089192617982365,0.020185032849613038,0.002209614862048792,0.009769445364163687
2026,0.37478680892859173,0.3812015323910985,0.4062528789916229,Italy,0.019089192617982365,0.02329430121844034,0.006414723462506766,0.00976944536416724
2027,0.3938760015465741,0.4059360900912998,0.41602232435578657,Italy,0.019089192617982365,0.024734557700201276,0.012060088544725678,0.009769445364163687
2028,0.41296519416455646,0.4315009009607487,0.4257917697199538,Italy,0.019089192617982365,0.02556481086944895,0.018535706796192264,0.00976944536416724
2029,0.4320543867825388,0.456156832210214,0.4355612150841175,Italy,0.019089192617982365,0.0246559312494653,0.0241024454276752,0.009769445364163687
2030,0.4511435794005212,0.4815554118857768,0.44533066044828473,Italy,0.019089192617982365,0.02539857967556275,0.030411832485255585,0.00976944536416724
2031,0.47023277201850355,0.5069539915613396,0.4551001058124484,Italy,0.019089192617982365,0.025398579675562805,0.036721219542836026,0.009769445364163687
2032,0.4893219646364859,0.532038599008983,0.46486955117661566,Italy,0.019089192617982365,0.025084607447643403,0.042716634372497064,0.00976944536416724
2033,0.5084111572544683,0.5595406875821504,0.47463899654077935,Italy,0.019089192617982365,0.027502088573167383,0.05112953032768208,0.009769445364163687
2034,0.5275003498724506,0.5888756838733727,0.4844084419049466,Italy,0.019089192617982365,0.02933499629122238,0.0613753340009221,0.00976944536416724
2035,0.546589542490433,0.6154534000154214,0.49417788726911027,Italy,0.019089192617982365,0.026577716142048624,0.06886385752498836,0.009769445364163687
2022,0.18756952114425415,0.18756952114425415,0.15622937233727097,Japan,,,0.0,
2023,0.1981813795012467,0.1981813795012467,0.16013948744089035,Japan,0.010611858356992548,0.010611858356992548,0.0,0.003910115103619383
2024,0.20879323785823922,0.20807596358280858,0.16404960254450973,Japan,0.01061185835699252,0.00989458408156188,-0.0007172742754306405,0.003910115103619383
2025,0.21940509621523174,0.21836843438468148,0.16795971764812911,Japan,0.01061185835699252,0.0102924708018729,-0.0010366618305502617,0.003910115103619383
2026,0.23001695457222426,0.2286207291736286,0.17186983275174939,Japan,0.01061185835699252,0.010252294788947125,-0.0013962253985956574,0.003910115103620271
2027,0.24062881292921678,0.23899864265172147,0.17577994785536877,Japan,0.01061185835699252,0.01037791347809286,-0.0016301702774953186,0.003910115103619383
2028,0.2512406712862093,0.24946840988290336,0.17969006295898815,Japan,0.01061185835699252,0.010469767231181898,-0.0017722614033059414,0.003910115103619383
2029,0.2618525296432018,0.25969841056347315,0.18360017806260753,Japan,0.01061185835699252,0.010230000680569784,-0.002154119079728678,0.003910115103619383
2030,0.27246438800019435,0.27012458211640766,0.18751029316622692,Japan,0.01061185835699252,0.010426171552934516,-0.002339805883786683,0.003910115103619383
2031,0.28307624635718687,0.2803420109272418,0.1914204082698472,Japan,0.01061185835699252,0.01021742881083415,-0.0027342354299450533,0.003910115103620271
2032,0.2936881047141794,0.2905712374350837,0.19533052337346657,Japan,0.01061185835699252,0.01022922650784186,-0.003116867279095714,0.003910115103619383
2033,0.3042999630711719,0.3008115892833881,0.19924063847708595,Japan,0.01061185835699252,0.010240351848304408,-0.0034883737877838272,0.003910115103619383
2034,0.31491182142816443,0.31082180295636475,0.20315075358070533,Japan,0.01061185835699252,0.010010213672976664,-0.0040900184717996835,0.003910115103619383
2035,0.32552367978515695,0.32098494594286475,0.20706086868432472,Japan,0.01061185835699252,0.010163142986500007,-0.0045387338422921975,0.003910115103619383
2022,0.06396329500027205,0.06396329500027205,0.03809763030571789,Korea,,,0.0,
2023,0.07546403199165312,0.07546403199165312,0.03939768815022804,Korea,0.011500736991381072,0.011500736991381072,0.0,0.0013000578445101496
2024,0.0869647689830342,0.08689367654052932,0.040697745994737744,Korea,0.011500736991381072,0.011429644548876197,-7.109244250487479e-05,0.0013000578445097055
2025,0.09846550597441527,0.09853763355896919,0.041997803839247894,Korea,0.011500736991381072,0.011643957018439871,7.212758455392432e-05,0.0013000578445101496
2026,0.10996624296579634,0.11078675949991115,0.0432978616837576,Korea,0.011500736991381072,0.012249125940941963,0.0008205165341148152,0.0013000578445097055
2027,0.12146697995717741,0.12288507147611184,0.04459791952826775,Korea,0.011500736991381072,0.01209831197620069,0.0014180915189344334,0.0013000578445101496
2028,0.1329677169485585,0.13531388020651106,0.0458979773727779,Korea,0.011500736991381086,0.012428808730399213,0.0023461632579525604,0.0013000578445101496
2029,0.14446845393993957,0.14894012534195375,0.047198035217287604,Korea,0.011500736991381072,0.013626245135442694,0.004471671402014182,0.0013000578445097055
2030,0.15596919093132064,0.16321795171194992,0.048498093061797753,Korea,0.011500736991381072,0.014277826369996166,0.007248760780629276,0.0013000578445101496
2031,0.1674699279227017,0.17734215653491164,0.04979815090630746,Korea,0.011500736991381072,0.014124204822961728,0.009872228612209932,0.0013000578445097055
2032,0.17897066491408278,0.18980686625528312,0.05109820875081761,Korea,0.011500736991381072,0.012464709720371475,0.010836201341200336,0.0013000578445101496
2033,0.19047140190546386,0.2029703769799396,0.052398266595327314,Korea,0.011500736991381072,0.01316351072465649,0.012498975074475754,0.0013000578445097055
2034,0.20197213889684493,0.21585899856168922,0.053698324439837464,Korea,0.011500736991381072,0.01288862158174961,0.013886859664844292,0.0013000578445101496
2035,0.213472875888226,0.22872612141437038,0.05499838228434761,Korea,0.011500736991381072,0.012867122852681157,0.015253245526144377,0.0013000578445101496
2022,0.5994431185361973,0.5994431185361973,0.3947685272647625,Latvia,,,0.0,
2023,0.6301614203389673,0.6301614203389673,0.3820038986725187,Latvia,0.03071830180277002,0.03071830180277002,0.0,-0.01276462859224381
2024,0.6608797221417373,0.6562045009437886,0.3692392700802749,Latvia,0.03071830180277002,0.0260430806048213,-0.00467522119794872,-0.01276462859224381
2025,0.6915980239445073,0.6811596928208559,0.3564746414880311,Latvia,0.03071830180277002,0.024955191877067295,-0.010438331123651445,-0.01276462859224381
2026,0.7223163257472773,0.7055405629116354,0.3437100128957873,Latvia,0.03071830180277002,0.024380870090779494,-0.016775762835641972,-0.01276462859224381
2027,0.7530346275500474,0.7307448598356062,0.3309453843035435,Latvia,0.03071830180277002,0.02520429692397086,-0.022289767714441133,-0.01276462859224381
2028,0.7837529293528174,0.7543683624172273,0.31818075571129967,Latvia,0.03071830180277002,0.023623502581621048,-0.029384566935590106,-0.01276462859224381
2029,0.8144712311555874,0.7770329409416606,0.30541612711905586,Latvia,0.03071830180277002,0.022664578524433376,-0.03743829021392675,-0.01276462859224381
2030,0.8451895329583574,0.7984639844818667,0.29265149852681205,Latvia,0.03071830180277002,0.021431043540206085,-0.046725548476490686,-0.01276462859224381
2031,0.8759078347611274,0.8203431835333936,0.27988686993456824,Latvia,0.03071830180277002,0.02187919905152691,-0.0555646512277338,-0.01276462859224381
2032,0.9066261365638975,0.8476870880614564,0.26712224134232443,Latvia,0.03071830180277002,0.02734390452806279,-0.05893904850244103,-0.01276462859224381
2033,0.9373444383666675,0.8792328364276831,0.2543576127500806,Latvia,0.03071830180277002,0.0315457483662267,-0.05811160193898435,-0.01276462859224381
2034,0.9680627401694375,0.9098109292117997,0.2415929841578368,Latvia,0.03071830180277002,0.030578092784116606,-0.05825181095763776,-0.01276462859224381
2035,0.9987810419722075,0.9399595772187471,0.228828355565593,Latvia,0.03071830180277002,0.030148648006947387,-0.058821464753460395,-0.01276462859224381
2022,0.6012552301255231,0.6012552301255231,0.6466435604527732,Lithuania,,,0.0,
2023,0.6512552301255231,0.6512552301255231,0.6788558536305231,Lithuania,0.050000000000000044,0.050000000000000044,0.0,0.032212293177749984
2024,0.7012552301255232,0.6962840593580014,0.7110681468082731,Lithuania,0.050000000000000044,0.04502882923247831,-0.004971170767521738,0.032212293177749984
2025,0.7512552301255232,0.7356727558836664,0.7432804399860231,Lithuania,0.050000000000000044,0.03938869652566501,-0.01558247424185677,0.032212293177749984
2026,0.8012552301255232,0.7672410443798663,0.7754927331637589,Lithuania,0.050000000000000044,0.03156828849619986,-0.034014185745656955,0.032212293177735773
2027,0.8512552301255233,0.7949632001130736,0.8077050263415089,Lithuania,0.050000000000000044,0.027722155733207354,-0.056292030012449645,0.032212293177749984
2028,0.9012552301255233,0.819057310505666,0.8399173195192589,Lithuania,0.050000000000000044,0.02409411039259235,-0.08219791961985734,0.032212293177749984
2029,0.9512552301255234,0.8440731333959486,0.8721296126970088,Lithuania,0.050000000000000044,0.02501582289028259,-0.1071820967295748,0.032212293177749984
2030,1.0,0.8669045234999867,0.9043419058747588,Lithuania,0.04874476987447662,0.02283139010403812,-0.1330954765000133,0.032212293177749984
2031,1.0,0.8838935432403731,0.9365541990525088,Lithuania,0.0,0.016989019740386357,-0.11610645675962694,0.032212293177749984
2032,1.0,0.8997463124403402,0.9687664922302588,Lithuania,0.0,0.015852769199967143,-0.1002536875596598,0.032212293177749984
2033,1.0,0.9162156625671913,1.0,Lithuania,0.0,0.016469350126851134,-0.08378433743280866,0.03123350776974121
2034,1.0,0.9326384128279103,1.0,Lithuania,0.0,0.016422750260718932,-0.06736158717208973,0.0
2035,1.0,0.9483351303953456,1.0,Lithuania,0.0,0.015696717567435292,-0.05166486960465444,0.0
2022,0.7584219858156028,0.7584219858156028,0.710595908604688,Luxembourg,,,0.0,
2023,0.8027862557679112,0.8027862557679112,0.7314742325103438,Luxembourg,0.044364269952308355,0.044364269952308355,0.0,0.020878323905655805
2024,0.8471505257202195,0.84033112259552,0.7523525564159925,Luxembourg,0.044364269952308355,0.037544866827608825,-0.00681940312469953,0.0208783239056487
2025,0.8915147956725279,0.8848424759132086,0.7732308803216483,Luxembourg,0.044364269952308355,0.04451135331768863,-0.006672319759319256,0.020878323905655805
2026,0.9358790656248362,0.9301679253296341,0.794109204227297,Luxembourg,0.044364269952308355,0.04532544941642547,-0.005711140295202144,0.0208783239056487
2027,0.9802433355771446,0.9649908347122311,0.8149875281329528,Luxembourg,0.044364269952308355,0.03482290938259702,-0.015252500864913476,0.020878323905655805
2028,1.0,0.9998137440948281,0.8358658520386015,Luxembourg,0.019756664422855397,0.03482290938259702,-0.00018625590517185042,0.0208783239056487
2029,1.0,1.0,0.8567441759442573,Luxembourg,0.0,0.00018625590517185042,0.0,0.020878323905655805
2030,1.0,1.0,0.877622499849906,Luxembourg,0.0,0.0,0.0,0.0208783239056487
2031,1.0,1.0,0.8985008237555618,Luxembourg,0.0,0.0,0.0,0.020878323905655805
2032,1.0,1.0,0.9193791476612105,Luxembourg,0.0,0.0,0.0,0.0208783239056487
2033,1.0,1.0,0.9402574715668663,Luxembourg,0.0,0.0,0.0,0.020878323905655805
2034,1.0,1.0,0.961135795472515,Luxembourg,0.0,0.0,0.0,0.0208783239056487
2035,1.0,1.0,0.9820141193781708,Luxembourg,0.0,0.0,0.0,0.020878323905655805
2022,0.2233863162137485,0.2233863162137485,0.17544873023201113,Mexico,,,0.0,
2023,0.23018732464249464,0.23018732464249464,0.1772992886571445,Mexico,0.006801008428746147,0.006801008428746147,0.0,0.001850558425133375
2024,0.2369883330712408,0.23691122423505795,0.17914984708227788,Mexico,0.006801008428746147,0.006723899592563309,-7.710883618283759e-05,0.001850558425133375
2025,0.24378934149998693,0.24357344053543598,0.18100040550741126,Mexico,0.006801008428746147,0.006662216300378027,-0.00021590096455095797,0.001850558425133375
2026,0.2505903499287331,0.25011003321102704,0.18285096393254463,Mexico,0.006801008428746147,0.006536592675591063,-0.0004803167177060419,0.001850558425133375
2027,0.2573913583574792,0.2578868500351826,0.184701522357678,Mexico,0.006801008428746147,0.007776816824155541,0.0004954916777033525,0.001850558425133375
2028,0.2641923667862254,0.26559030389290794,0.18655208078281138,Mexico,0.006801008428746147,0.007703453857725362,0.0013979371066825674,0.001850558425133375
2029,0.2709933752149715,0.2731180433114844,0.18840263920794476,Mexico,0.006801008428746147,0.0075277394185764845,0.002124668096512905,0.001850558425133375
2030,0.27779438364371767,0.28275223645061853,0.19025319763307813,Mexico,0.006801008428746147,0.009634193139134106,0.004957852806900864,0.001850558425133375
2031,0.2845953920724638,0.2928872450505762,0.1921037560582115,Mexico,0.006801008428746147,0.01013500859995764,0.008291852978112357,0.001850558425133375
2032,0.29139640050120996,0.299731230466197,0.19395431448334488,Mexico,0.006801008428746147,0.006843985415620812,0.008334829964987023,0.001850558425133375
2033,0.2981974089299561,0.30812958153959685,0.19580487290847826,Mexico,0.006801008428746147,0.008398351073399868,0.009932172609640744,0.001850558425133375
2034,0.30499841735870226,0.31569274276316595,0.19765543133361163,Mexico,0.006801008428746147,0.007563161223569093,0.01069432540446369,0.001850558425133375
2035,0.3117994257874484,0.3236871807225383,0.199505989758745,Mexico,0.006801008428746147,0.00799443795937238,0.011887754935089923,0.001850558425133375
2022,0.17512114047613475,0.17512114047613475,0.19697738571561985,Morocco,,,0.0,
2023,0.2068506796664862,0.2068506796664862,0.2031233138023456,Morocco,0.03172953919035146,0.03172953919035146,0.0,0.00614592808672576
2024,0.23858021885683767,0.2392572929091895,0.2092692418890696,Morocco,0.03172953919035146,0.0324066132427033,0.0006770740523518448,0.006145928086723984
2025,0.27030975804718915,0.2719712077038019,0.21541516997579535,Morocco,0.031729539190351486,0.032713914794612386,0.0016614496566127457,0.00614592808672576
2026,0.30203929723754064,0.3041782550269189,0.2215610980625211,Morocco,0.031729539190351486,0.03220704732311702,0.002138957789378282,0.00614592808672576
2027,0.3337688364278921,0.3365390990385235,0.2277070261492451,Morocco,0.031729539190351486,0.032360844011604606,0.002770262610631402,0.006145928086723984
2028,0.3654983756182436,0.3703523951272606,0.23385295423597086,Morocco,0.031729539190351486,0.033813296088737066,0.004854019509016982,0.00614592808672576
2029,0.3972279148085951,0.40608527320486737,0.23999888232269484,Morocco,0.031729539190351486,0.03573287807760678,0.008857358396272275,0.006145928086723984
2030,0.4289574539989466,0.4420176273160215,0.2461448104094206,Morocco,0.031729539190351486,0.03593235411115414,0.01306017331707493,0.00614592808672576
2031,0.46068699318929807,0.47829450680186725,0.2522907384961446,Morocco,0.031729539190351486,0.03627687948584574,0.01760751361256918,0.006145928086723984
2032,0.49241653237964955,0.5136328157605781,0.25843666658287034,Morocco,0.031729539190351486,0.03533830895871082,0.021216283380928513,0.00614592808672576
2033,0.524146071570001,0.5499108734395219,0.2645825946695961,Morocco,0.031729539190351486,0.036278057678943876,0.025764801869520904,0.00614592808672576
2034,0.5558756107603525,0.5859437512736531,0.2707285227563201,Morocco,0.031729539190351486,0.036032877834131116,0.030068140513300534,0.006145928086723984
2035,0.587605149950704,0.6217161272691428,0.27687445084304585,Morocco,0.031729539190351486,0.03577237599548977,0.03411097731843882,0.00614592808672576
2022,0.31480841682707333,0.31480841682707333,0.16307515428718133,Netherlands,,,0.0,
2023,0.34157295611677835,0.34157295611677835,0.17146010481415175,Netherlands,0.026764539289705014,0.026764539289705014,0.0,0.008384950526970414
2024,0.36833749540648336,0.36767055329312276,0.1798450553411186,Netherlands,0.026764539289705014,0.02609759717634441,-0.0006669421133606024,0.008384950526966861
2025,0.3951020346961884,0.3936784634187504,0.18823000586808902,Netherlands,0.026764539289705014,0.026007910125627642,-0.0014235712774379738,0.008384950526970414
2026,0.4218665739858934,0.4208514749447708,0.19661495639505944,Netherlands,0.026764539289705014,0.02717301152602042,-0.001015099041122569,0.008384950526970414
2027,0.4486311132755984,0.44790769530665736,0.20499990692202985,Netherlands,0.026764539289705014,0.02705622036188654,-0.0007234179689410425,0.008384950526970414
2028,0.4753956525653034,0.47510132007826705,0.2133848574489967,Netherlands,0.026764539289705014,0.027193624771609692,-0.00029433248703636394,0.008384950526966861
2029,0.5021601918550084,0.5021246721705969,0.22176980797596713,Netherlands,0.02676453928970496,0.02702335209232981,-3.551968441151132e-05,0.008384950526970414
2030,0.5289247311447134,0.529292738151491,0.23015475850293754,Netherlands,0.026764539289705014,0.027168065980894163,0.00036800700677763754,0.008384950526970414
2031,0.5556892704344184,0.5560102111921095,0.23853970902990795,Netherlands,0.026764539289705014,0.026717473040618445,0.00032094075769106833,0.008384950526970414
2032,0.5824538097241234,0.583707652009702,0.24692465955687481,Netherlands,0.026764539289705014,0.02769744081759251,0.0012538422855785658,0.008384950526966861
2033,0.6092183490138284,0.6124913978756027,0.25530961008384523,Netherlands,0.026764539289705014,0.02878374586590071,0.0032730488617742637,0.008384950526970414
2034,0.6359828883035334,0.6414004798744993,0.26369456061081564,Netherlands,0.026764539289705014,0.028909081998896635,0.005417591570965885,0.008384950526970414
2035,0.6627474275932385,0.6676806850060982,0.27207951113778606,Netherlands,0.026764539289705014,0.0262802051315989,0.004933257412859771,0.008384950526970414
2022,0.8494402149574564,0.8494402149574564,0.8257379539416796,New Zealand,,,0.0,
2023,0.8488430252072098,0.8488430252072098,0.8347535889438973,New Zealand,-0.000597189750246585,-0.000597189750246585,0.0,0.009015635002217692
2024,0.8482458354569632,0.8472815137064812,0.843769223946115,New Zealand,-0.000597189750246585,-0.0015615115007285851,-0.0009643217504820001,0.009015635002217692
2025,0.8476486457067166,0.8469230089902862,0.8527848589483291,New Zealand,-0.000597189750246585,-0.00035850471619502944,-0.0007256367164304445,0.00901563500221414
2026,0.84705145595647,0.8443596898059537,0.8618004939505468,New Zealand,-0.000597189750246585,-0.002563319184332502,-0.0026917661505163615,0.009015635002217692
2027,0.8464542662062234,0.842713887625822,0.8708161289527645,New Zealand,-0.000597189750246585,-0.0016458021801316614,-0.0037403785804014378,0.009015635002217692
2028,0.8458570764559769,0.8444406206848296,0.8798317639549822,New Zealand,-0.000597189750246585,0.0017267330590076124,-0.0014164557711472403,0.009015635002217692
2029,0.8452598867057303,0.8470561895871944,0.8888473989571999,New Zealand,-0.000597189750246585,0.0026155689023648065,0.0017963028814641513,0.009015635002217692
2030,0.8446626969554837,0.8489978490171662,0.897863033959414,New Zealand,-0.000597189750246585,0.0019416594299718204,0.004335152061682557,0.00901563500221414
2031,0.8440655072052371,0.851775411864009,0.9068786689616317,New Zealand,-0.000597189750246585,0.0027775628468427183,0.00770990465877186,0.009015635002217692
2032,0.8434683174549905,0.855288795183045,0.9158943039638494,New Zealand,-0.000597189750246585,0.0035133833190360564,0.011820477728054501,0.009015635002217692
2033,0.8428711277047439,0.8612299020466291,0.9249099389660671,New Zealand,-0.000597189750246585,0.005941106863584067,0.018358774341885153,0.009015635002217692
2034,0.8422739379544973,0.8678816889184271,0.9339255739682848,New Zealand,-0.000597189750246585,0.0066517868717980155,0.025607750963929754,0.009015635002217692
2035,0.8416767482042508,0.8754275087173743,0.9429412089704989,New Zealand,-0.000597189750246585,0.007545819798947195,0.033750760513123534,0.00901563500221414
2022,0.9837793998377939,0.9837793998377939,0.9715103244883281,Norway,,,0.0,
2023,0.9822118315422547,0.9822118315422547,0.9706700789552729,Norway,-0.001567568295539279,-0.001567568295539279,0.0,-0.0008402455330551728
2024,0.9806442632467154,0.9826170639099341,0.9698298334222177,Norway,-0.001567568295539279,0.00040523236767942006,0.001972800663218699,-0.0008402455330551728
2025,0.9790766949511761,0.9830844077746341,0.9689895878891626,Norway,-0.001567568295539279,0.00046734386470004274,0.004007712823458021,-0.0008402455330551728
2026,0.9775091266556368,0.9813540693250876,0.9681493423561072,Norway,-0.001567568295539279,-0.001730338449546509,0.0038449426694507904,-0.0008402455330553948
2027,0.9759415583600975,0.9792631138577362,0.967309096823052,Norway,-0.001567568295539279,-0.0020909554673513853,0.003321555497638684,-0.0008402455330551728
2028,0.9743739900645583,0.9768458804878151,0.9664688512899968,Norway,-0.001567568295539279,-0.002417233369921168,0.002471890423256795,-0.0008402455330551728
2029,0.972806421769019,0.975028570358042,0.9656286057569416,Norway,-0.001567568295539279,-0.001817310129773042,0.002222148589023032,-0.0008402455330551728
2030,0.9712388534734797,0.9723678517928537,0.9647883602238865,Norway,-0.001567568295539279,-0.002660718565188347,0.0011289983193739639,-0.0008402455330551728
2031,0.9696712851779404,0.9696132314869282,0.9639481146908313,Norway,-0.001567568295539279,-0.002754620305925437,-5.8053691012194264e-05,-0.0008402455330551728
2032,0.9681037168824012,0.9672436380607776,0.9631078691577761,Norway,-0.001567568295539279,-0.002369593426150618,-0.0008600788216235333,-0.0008402455330551728
2033,0.9665361485868619,0.9657986265199521,0.962267623624721,Norway,-0.001567568295539279,-0.001445011540825547,-0.0007375220669098015,-0.0008402455330551728
2034,0.9649685802913226,0.9644269733108223,0.9614273780916658,Norway,-0.001567568295539279,-0.0013716532091297973,-0.0005416069805003199,-0.0008402455330551728
